1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.5583e-05,0.000155475,-0.000191503,0.0246063,0.000588611,0.0216436,6.15157e-05,1.47153e-06,5.4109e-05,0,0,0,0,0,0
1,0.000118665,0.000182491,-0.000302378,0.0493181,0.000678181,0.0435959,0.000184811,3.16698e-06,0.000163099,0,0,0,0,0,0
1,8.19698e-05,0.000211513,1.00565e-06,0.073608,0.000790071,0.0671395,0.000368831,5.14216e-06,0.000330948,0,0,0,0,0,0
0.999994,0.000319074,8.96736e-05,0.0235421,0.0989424,0.000363876,0.0905111,0.000616187,6.05185e-06,0.000557225,0,0,0,0,0,0
0.999721,0.000380601,8.57331e-05,0.0235963,0.123584,0.00150925,0.113128,0.000925146,9.82497e-06,0.000840045,0,0,0,0,0,0
0.999719,0.000363489,7.47531e-05,0.0237226,0.147923,0.00262569,0.135998,0.00129495,1.63892e-05,0.00118004,0,0,0,0,0,0
0.999717,0.000480066,0.000197681,0.0237795,0.172763,0.0042724,0.158595,0.00172686,2.70702e-05,0.00157653,0,0,0,0,0,0
0.999755,0.000361747,0.000261471,0.0222178,0.196761,0.00565666,0.181502,0.00221876,4.12119e-05,0.00203028,0,0,0,0,0,0
0.999752,0.000401251,0.000350068,0.0222794,0.221312,0.00709058,0.20411,0.00277204,5.89383e-05,0.00254056,0,0,0,0,0,0
0.999753,0.000374954,0.000374429,0.0222127,0.245614,0.00826876,0.226224,0.00338608,7.96102e-05,0.00310612,0,0,0,0,0,0
0.999755,0.000452379,0.000278913,0.022122,0.270326,0.00899095,0.248249,0.00406189,0.000102088,0.00372674,0,0,0,0,0,0
0.999694,0.00035027,1.21346e-05,0.0248564,0.294513,0.00910838,0.271104,0.00479818,0.000124859,0.0044045,0,0,0,0,0,0
0.999688,0.000379422,-5.12032e-05,0.0249725,0.319032,0.0100891,0.293941,0.00559576,0.000150081,0.00513935,0,0,0,0,0,0
